word	count
winner	15
judge	4
daring	2
midget	1
massachusetts	22
dreamed	7
stare	5
breathing	9
penis	4
menorah	2
promptly	3
secular	1
armor	6
bothered	4
duffel	1
hunt	16
haired	3
tour	5
deserve	3
vagina	2
hearted	4
booing	2
freeman	1
shortly	7
when's	3
crikey	1
glanced	1
gaze	4
jonathan's	2
gasp	1
odd	17
heaving	1
bulge	1
scattering	1
labor	3
tasted	8
geography	3
swam	23
familiar	5
booz	1
schools	4
blonde	10
convincing	1
icy	7
scowl	2
personality	2
briggs	3
punched	3
senor	3
astonishment	1
punching	2
scientist	2
microscope	2
musician	2
baggie	4
frozen	100
wobbly	4
enjoyed	4
adopting	1
riddance	1
digital	2
snores	4
loses	4
pronounce	6
british	1
librarian	10
biscuits	17
shocking	7
receding	1
snow's	2
babar	6
don's	7
option	7
celeste	6
maps	6
hyena	4
neighbors	9
cages	8
toddlers	12
article	5
veterinarian	10
saam	1
phones	2
opted	1
keepers	3
yesterday's	3
ronny	2
nights	13
inappropriate	2
appropriate	6
marbles	5
deny	3
friend's	13
marches	1
honda	1
oreo	1
smooths	3
steamroller	1
fibbing	1
sunlight	6
glowed	2
outline	3
honeydew	6
russia	2
ti	4
flounder	68
repeating	1
context	1
developmental	1
outdoors	23
sparrows	1
sentences	21
middles	2
nonexistent	1
bedding	1
lightest	1
clamming	1
disconcerting	1
boa	7
halter	1
raspberries	43
season	7
worrisome	1
spears	1
britney	1
drunk	3
scheduled	2
area	17
lime	3
steve's	4
lai	1
tiring	2
muddle	1
mere	2
dodo	1
refer	2
pennsylvania	13
scooting	3
hysterically	1
pastels	7
chalky	1
sobbed	3
gazing	5
buzzed	2
occasion	1
spying	8
insects	31
plump	5
referred	1
would've	9
orchestra	11
sly	3
jugs	6
primary	1
goldfinch	2
darlings	2
stepsisters	8
stepmother	19
bernie	1
bittle	1
whisked	3
stepsister	2
invite	10
messenger	2
recycled	4
humongous	4
karen	1
ultra	1
jealous	13
swirled	3
sparkling	4
wept	2
beluga	18
developed	2
gentlemen	5
ladies	12
upper	4
rags	15
grunt	5
grunts	4
received	4
roping	3
other's	5
halls	2
saddle	9
woken	3
marry	9
prince's	7
wicked	13
maiden	4
duke	23
white's	13
adjusting	5
fairest	2
howdy	2
winked	2
pupils	2
greetings	2
asparagus	10
desks	2
semicircle	4
rodents	5
handsome	6
courtyard	3
risk	3
cautious	2
underwhelmed	1
expecting	6
finch	5
encyclopedias	2
chipmunks	6
diva	4
trike	3
spoke	7
voices	8
tickler	2
companions	1
bulb	15
permitted	2
antlers	4
dwarfs	19
hazel	25
sow	5
greyish	1
bluish	5
hag	3
potion	3
erasers	2
volunteered	2
love's	3
cure	2
poisoned	4
dunkin	1
recognized	2
peddler	3
diamonds	6
glittery	4
jaunty	2
quarters	15
evil	9
mountaintop	2
cliff	5
associates	1
awakened	3
considerate	2
scuba	5
powerful	5
preference	5
aurora	21
philip	10
ruled	1
hubert	1
kingdoms	1
unite	1
kings	10
chester	44
celebration	11
diagonally	3
fauna	4
fairies	15
upp	1
knotting	1
gifts	9
primarily	1
aid	2
miniature	8
curse	9
spindle	6
sixteenth	11
die	5
peasants	1
transform	3
swung	6
signals	2
ended	8
rarely	3
wilson's	2
globes	1
definition	2
providing	2
charmer	1
accidentally	6
lilly	21
victor	3
duplicated	1
strangers	6
warned	4
deluxe	2
lilacs	3
sparklers	1
raven	3
creatively	1
expressed	1
nan	7
forbidden	1
azaleas	6
stranger	6
wu	2
creations	1
raked	6
pricked	1
obeyed	1
powerless	1
commanded	2
trance	1
dungeon	2
virtue	2
shield	3
triumph	1
righteousness	1
weapons	2
blasted	2
plunged	4
knelt	2
disguises	2
clippers	4
begonias	1
lata	2
whining	14
information	6
storing	1
mercury	14
amount	18
bearing	1
mayonnaise	3
circled	5
lilly's	1
furious	3
bran	11
oat	6
sneaked	1
charming	2
louis	1
dr	32
fangs	4
fierce	9
adamant	2
guilty	1
disguise	6
guide	10
kee	1
sampled	1
pentagons	5
cocktail	1
ounce	2
ounces	4
sherbet	1
hexagons	5
confuse	2
female	8
recommending	1
props	1
interpretive	1
eighty	9
soul	1
pregnancy	1
related	9
kites	4
development	3
affect	2
mars	26
potentially	2
swordfish	5
canned	2
newscasters	1
fifties	2
frank	13
professor	6
guacamole	44
flyer	1
suggesting	3
truthfully	1
section	3
impressive	7
burrito	4
sweatshirt	3
wayward	1
destruct	2
indianapolis	1
ex	2
renovated	1
scandalous	2
residential	1
responsibility	4
deaf	1
transcriber	1
comings	1
colon	1
lighting	5
decent	2
isabelle	41
vik	30
lookin'	6
foal	4
bore	1
ville	4
snuck	3
virginia's	2
howard	1
matthew's	7
skiing	10
nebraska's	1
alaska's	2
canyon	8
workin'	1
yellowstone	4
stoops	1
geysers	1
stoop	3
uno	4
exploring	6
diez	2
dings	1
research	2
products	2
babar's	2
mainland	1
gambling	2
avocados	1
walnut	5
despite	1
disciplined	1
gaspar	3
formal	1
arch	3
interview	2
contemporary	1
major	6
snobby	1
rushmore	2
carve	3
column	1
writes	9
boyfriend	3
telemarketer	3
arguing	3
stretcher	6
public	10
meetings	1
moon's	7
unbelievable	4
barley	4
peaked	3
darla	1
constant	3
shimmy	16
luckiest	2
cupboard	13
hubbard	2
buttered	5
period	14
bunting	3
bo	1
blouse	5
appreciate	10
version	9
staccato	1
gutter	1
drain	12
massive	3
exterior	1
dunk	5
mermaid	25
noble	3
presided	1
mer	4
bustling	2
triton	15
youngest	4
forbade	1
human	35
scuttle	9
seagull	9
worm's	5
trashier	1
eric	49
lightening	7
boomed	2
jagged	1
vessel	1
sails	1
ship's	1
beet	1
frantically	1
buttercup	1
unconscious	1
groggily	1
servant	6
awaken	1
hygiene	1
bras	7
destroying	3
undoing	3
crystal	2
image	3
collected	5
sought	1
exchange	4
sunset	11
penises	1
slave	5
biggie	2
containing	1
awoke	3
deborah	1
interrupt	1
locket	1
opener	2
yawns	4
franklin	169
agreed	12
freedom	2
daughter's	3
raging	2
monstrously	2
maam	6
pierced	1
bough	2
restored	1
concert	18
sunken	4
lighthouse	5
bully	4
distance	12
maurice	4
ballroom	3
philippe	2
stormed	1
marriage	2
propose	1
hunter	3
local	3
gaston	8
conceited	1
sebastian	11
rider	6
conducting	1
braving	1
disastrous	1
quills	4
poof	6
humps	6
convince	1
sweating	2
panting	2
unavailable	2
jasmine	41
genie	1
capes	2
honor	5
excitedly	2
stabbed	1
embraced	1
unnecessary	1
ironing	2
mending	3
shrieks	2
sturdy	1
servants	2
household	3
cruel	8
anastasia	2
screeched	2
mend	2
rosella	1
whined	1
demanded	1
cloak	2
dwarves	12
quickest	2
manage	2
troll	7
suspenders	4
possums	4
dwarf	3
riddle	4
solve	4
patting	15
hardest	9
weighed	7
laughter	5
reassuringly	2
jacques	8
extended	2
perla	8
bowed	3
jack's	3
gliding	4
movements	3
copied	2
jackets	10
swipe	9
twirled	4
imaginary	3
beaming	2
merman	2
bookstore	15
triton's	3
brie	3
val	3
humans	14
shipwreck	1
glancing	1
drama	2
anyone's	2
danielle	31
verse	3
melody	4
franklin's	25
training	23
time's	1
practiced	6
photograph	10
conversation	9
lied	1
fin	10
leapt	10
winking	2
rick	3
eric's	3
remained	4
glimpse	2
tottered	5
teetered	5
wobbled	5
explorers	5
becoming	8
teddies	2
weather's	4
ashes	35
dime	2
nutritionally	1
breakfasts	2
dias	3
buenos	3
gazpacho	7
bach	3
canadian	9
isa	1
visiting	18
diana	1
guided	4
pedaled	3
unsure	3
unsteady	3
tile	7
struggling	3
rung	3
badger	17
nancy's	6
dent	1
smarty	3
snail's	3
evan	22
camcorder	1
static	1
eclipsed	1
heel	9
penny's	1
dentist's	8
frederic	1
skinnier	3
granary	4
cymbals	8
castanets	1
bikini	1
storyteller	5
elton	1
simply	11
hideout	2
recommend	2
mysteries	1
scott	3
chatting	2
innocent	4
presumed	3
frederick's	2
recommendations	1
shyly	2
cobweb	2
fruity	2
ops	1
maniacal	1
gummy	6
toadstools	3
forests	6
variety	4
astonishing	1
fungi	3
dung	3
threads	4
deb	4
trunks	5
patients	9
udder	4
gills	1
pores	1
poisonous	2
demeanor	1
bionic	4
allergic	9
league	4
fictitious	1
crimson	1
fungus	2
nasty	3
commentary	1
curb	2
maryland	9
taber	2
chanterelle	1
padding	3
parasol	2
surfer	5
veer	2
mist	2
strung	2
webs	10
thrilled	6
sending	6
funeral	1
actual	7
brunch	1
nectar	13
angler	13
jalapeno	2
spice	5
marlon	1
gil	7
nee	5
taddy	2
journalist	1
firefly	2
wage	2
minimum	8
areas	2
jobs	5
alley	3
notebook	6
beforehand	1
bulbs	3
sipped	4
peering	2
edgar	2
novel	1
indoor	5
nordstroms	1
gazed	3
dimes	2
nickels	1
experiments	1
science	7
election	5
anemone	22
lessons	5
ingredients	3
curling	3
clinging	2
classes	6
petal	2
bloat	33
manifest	1
evaluating	1
dermatologist	1
recognize	27
latch	1
francine	3
comics	2
humming	5
talent	3
lacked	1
stinging	4
useless	4
distances	4
colder	9
monarch	2
elect	1
clubhouse	1
muffy	1
exaggerates	1
jason's	1
hoisted	1
hoopoe	1
migration	2
candidates	1
campaign	2
vote	4
afar	1
beamed	1
preparing	3
poster	13
traded	1
prunella	1
kindness	2
shelters	2
scarce	1
becomes	6
stock	5
typewriter	1
fern	3
sprout	2
forgets	7
bailey	1
chump	1
wriggling	1
primrose	2
constellations	3
identify	2
winifred	1
owes	1
dreary	2
reminder	1
campaigning	1
stormy	3
moody	1
effects	2
situations	1
votes	3
announces	1
buds	7
beefeater	1
daily	2
beefeaters	1
vice	1
bud	36
kernel	3
channels	2
kernels	3
sincerely	1
oak	9
oaks	1
unwrapping	2
trimmed	2
manicure	1
frizzy	1
shrimp	9
magnificent	7
deciduous	2
jacque	3
scrape	5
goal	4
manny	6
appeal	2
harm	2
connections	1
woodlands	1
parks	2
elegant	3
tailor	2
theodore	1
camellias	1
april	14
decides	4
damper	1
swollen	5
offers	3
winter's	4
warming	5
groans	1
hostess	1
bouquet	3
welcomes	1
assistant	3
molar	3
fillings	1
suggestions	4
charging	1
hurl	1
core	3
mining	1
cartoon	1
saddest	1
paced	1
perked	1
patiently	2
sprang	4
gust	2
snappy	1
examines	2
infected	1
tours	1
matters	1
cloths	5
willow	4
weeping	2
hesitating	1
pored	1
dampness	1
unfurled	1
soak	6
sighing	1
ledge	8
opportunity	6
feeder	27
insisted	6
reluctant	1
protected	3
oswald	1
beret	1
artist's	1
slacks	1
injections	1
enters	3
shutting	3
surviving	1
lack	3
coping	1
thoughtfully	1
hibernation	1
unbuttoned	1
inspired	3
spilt	1
lolly	17
sketch	1
hedgehog	4
tulip	18
marmot	2
whirling	1
alpine	2
burrows	4
marmots	1
flustered	1
protects	4
daisies	2
glowing	3
flick	16
mountainside	1
pansies	3
ul	1
drowsy	1
soil	9
peaky	1
accomplice	1
senorita	1
cobwebs	5
crust	17
affectionate	1
sewed	3
tadpole	6
nuzzled	1
memorize	2
shortened	2
infection	3
shorten	1
sunflowers	5
spawn	1
movers	1
flunk	1
spooky	5
largest	17
mako	3
hardware	3
chum	4
newts	1
rained	3
tadpoles	3
helen	1
exclaims	1
explains	1
broomstick	2
cauldron	8
broomsticks	3
cauldrons	1
witches	11
belles	2
dory	5
addition	4
hurries	4
rescues	1
permission	3
drawn	5
screams	2
dears	7
introduce	3
hawaii	3
islands	4
australia	5
reef	7
barrier	2
pupa	1
rosemary	4
hitch	3
springtime	2
clarify	1
tentacles	3
prickly	4
extends	1
mozzarella	2
prowling	3
panthers	1
crepes	2
champagne	1
fluttered	2
broadcasting	2
reporters	2
grout	2
es	4
hoard	1
actors	1
costumes	18
weighs	3
bos	1
tenderly	2
feast	4
coughed	3
romantic	6
recording	66
sheldon	5
cameras	4
spotlights	1
woodcock	10
homegrown	1
planet's	1
redwood	2
cod	24
cape	33
toots	4
january	25
redo	1
stingrays	3
cue	1
mike's	2
preferred	2
delicate	7
hardened	1
beetles	8
devil's	1
presenting	4
cockchafer	1
oasis	2
greatest	4
pyramids	4
egypt	9
gummi	1
thousands	6
burrowing	1
colonies	1
colony	2
scent	1
meantime	3
solomon	2
pacific	6
coco	9
janitor	2
gathers	1
congratulate	1
cheers	5
jim	3
hilarious	2
party's	2
puds	6
wrappers	1
alps	2
parachuting	5
scarier	2
remembers	4
responsibilities	4
soy	57
spectacle	5
uri	1
luis	2
juan	2
paco	2
jose	2
pablo	2
spain	4
bull's	2
matador	2
cinema	3
openings	6
ponds	2
antarctica	2
august	23
brightly	4
outstretched	1
scented	1
attracted	1
sig	1
owns	4
plumbing	3
prescribe	1
turban	6
paris	10
liana	2
eiffel	6
mona	5
flesh	1
dearest	3
slither	6
ruh	5
ann	6
raggedy	1
nonpareil	1
slime	10
matchmakers	2
horrifying	2
anything's	1
animal's	4
pairs	2
november	16
solar	14
exclaim	1
advice	7
matchmaking	1
batter	12
waterproof	1
cork	3
headband	2
pebbles	1
wrestle	4
wrestling	2
wine	20
graduate	3
applied	2
previously	1
nowhere	6
aromatic	1
thankfully	1
submit	2
stanley	1
tamara	1
standardized	1
astronomically	1
sebastian's	1
format	3
rowing	5
conch	2
cockle	2
holly's	2
oysters	1
analytical	1
verbal	1
welch's	1
mussels	3
boat's	2
weehawken	1
dayton	2
oar	2
listener	1
swiped	1
drake	1
wichita	1
saint	4
troubled	1
who'll	6
sidekick	1
flocked	1
folks	2
sadder	1
cartoons	1
harvest	6
timing	3
tonsils	1
harvested	4
crops	6
harvesters	2
combine	2
rye	5
oats	1
bullies	1
checked	32
hideouts	1
stalk	1
crop	4
tend	5
clovers	1
daylight	7
tents	2
flags	4
stickiness	1
policemen	3
climates	1
wolves	2
orchard	3
whiz	8
cobs	8
tramped	3
all's	1
freckle	10
sopping	1
planned	7
mused	2
provence	6
nurses	21
weighing	6
slippy	3
ami	2
mon	2
school's	2
scrapers	1
whim	3
cumulonimbus	2
whims	2
cumulus	2
frankenstein	1
nepal	3
highest	3
announcement	2
filing	2
inviting	2
file	4
hiked	3
admitted	2
homesick	5
controllers	1
hammock	7
fist	1
hampshire's	2
include	5
typical	3
winters	2
crisp	2
world's	3
storeroom	1
lilac	2
fastens	1
pumps	1
concern	1
uranus	10
neptune	15
corned	3
schoolyard	2
emphasized	1
ceremony	4
venus	14
alarmed	2
lobby	1
eleventh	10
comets	5
nation's	2
miles	13
trillion	1
shockwaves	1
billion	1
shrank	2
liberty	8
orbits	1
circular	1
roughly	4
formed	3
particles	4
peels	5
squawks	1
mornings	8
genius	2
scan	2
desserts	1
conveyor	1
sting	17
relieved	4
arrives	1
gases	2
helium	3
hydrogen	4
groom	1
wedding's	1
irving	1
enacted	1
medieval	2
metropolitan	2
travels	6
washy	1
spins	2
archaeologist	2
mercury's	2
glaciers	5
unusual	5
festivals	1
newlyweds	1
whisking	6
temperatures	2
atmosphere	5
muttered	4
gulped	2
plows	1
honeymoon	1
corridor	1
reluctantly	1
bony	1
southern	1
hundreds	4
rockets	2
wildlife	3
jokes	3
egyptian	2
camellia	1
hips	4
tomb	1
stickiest	2
okie	4
mechanic	4
thorn	7
dents	1
dense	3
thrasher	1
dollies	8
cherokee	1
raises	2
hydraulic	1
atlanta	1
capital	6
splashy	4
appalachian	1
excess	2
loads	6
earth's	7
eel	13
liquids	2
according	3
border	7
western	2
winding	1
forms	4
jackson	2
abuse	2
mocking	2
dea	4
monument	1
national	3
sweaty	6
bubbly	1
valentine's	13
leana	5
finishing	7
denver	2
remains	1
cultures	2
appreciation	1
computers	2
invites	1
yosemite	2
flowed	4
thicker	4
riverbeds	1
probes	1
equator	2
scientists	3
neatest	2
eyelash	6
hoots	2
jenny	16
sojourner	3
asteroid	8
located	1
jello's	1
reminding	7
index	19
forks	9
fragment	1
tormented	1
sweetness	1
compress	1
fibbed	1
rotation	1
disturbance	1
coast	5
lighthouses	1
io	4
pinkie	12
jupiter's	3
lobsters	8
t's	1
europa	4
ganymede	4
coon	2
thumbs	9
pinkies	3
lung	1
hacking	2
susan	1
telescopes	1
teacup	11
hazy	1
baltimore	8
gauging	1
mammoth	19
steered	3
distant	2
passages	1
spluttered	1
nicknamed	1
bluegrass	1
eve	13
frankfurt	1
dixie	3
wren	6
justin	1
raul	1
goggles	12
resist	5
irresistible	1
inc	3
nugget	1
umm	1
mitt	2
russ	2
hits	5
taxis	3
alexandra	1
scrapbook	1
retired	1
unwrap	3
concerted	1
almond	82
nation	3
twas	5
families	2
pecan	5
cray	1
snug	4
nestled	1
tortoises	5
visions	1
yippee	8
hurrying	1
relatives	2
kids'	3
silverware	10
paula	1
donny	1
ricky	1
brenda	27
kathy	2
casey	1
bitten	2
debby	2
aladdin	15
skit	9
pilgrim	2
task	1
clever	16
stated	1
sultan's	1
sultan	1
dos	5
force	4
strides	2
surrounding	2
seis	1
uncles	5
leather	5
norm	3
assembled	1
experienced	1
horizon	6
peaks	2
marketplace	1
yams	2
underside	3
hams	2
toadstool	3
singers	1
puppets	2
simba	98
newborn	7
journeyed	2
ring's	1
simba's	14
gourd	4
future	3
trumpeted	3
stamped	11
stored	4
stuffing	2
hounds	1
holders	2
platter	3
clatter	1
carving	1
starving	2
sliced	4
wreaths	1
swaying	6
beeps	3
bolly	5
trucker	1
fading	1
trickling	1
thankful	2
grove	1
leftovers	4
marvin	17
gravy	2
drained	1
kock	1
cop	1
purplish	3
merlot	2
marvin's	1
shutters	1
greenish	3
cup's	2
travesty	1
waiter	2
scraggly	4
maggie	5
life's	3
maggie's	1
pez	8
goblin	7
position	14
presentation	4
advisor	3
trusted	2
delighted	6
stalked	5
mesmerized	1
beams	12
rising	10
grasses	3
exhilarating	1
foul	1
content	2
oozed	1
helvetica	2
motor	24
main	12
shaves	1
coughs	2
titles	2
paved	4
limes	2
tiresome	1
plod	1
spruce	1
grapefruits	1
swampy	1
grapefruit	1
introduced	3
thickets	1
goblins	15
citrus	3
creaky	1
pocahontas	9
trails	1
sloppy	1
nibbling	9
slosh	3
reedy	1
dates	1
slithered	3
richard's	1
slink	4
appliances	1
mossy	1
whirred	1
zing	3
building's	1
muggy	1
fran	2
lasts	2
mermaids	1
tote	1
zippers	3
instructed	5
rectangular	3
freely	1
descriptive	1
roamed	4
rule	18
bass	12
cello	4
fantasy	8
ladders	1
trombone	8
checkout	4
drat	2
consulted	1
knapsack	5
ferris	5
postage	4
sparrow	5
woolly	16
shaggy	3
mammoths	3
conditions	4
wintry	1
martha	3
saber	14
ons	1
princesses	8
length	2
thermos	3
slammed	4
holed	1
solid	1
distantly	2
modern	4
forked	4
tanks	8
oxygen	2
sloth	27
breathed	4
grasped	1
movement	2
factories	1
unloaded	1
wavy	10
supposedly	2
dripped	3
tracy	1
michelle	4
dinnertime	2
supermarkets	1
fish's	1
tasting	4
imagining	2
shiver	3
smoothest	1
boiled	3
iciest	1
consciousness	1
refuse	1
object	3
laurie	2
sprinkled	1
powdered	1
vaccines	1
flu	4
slyly	2
poche	1
bravest	4
sarafina	3
youngsters	2
faraway	1
watchful	2
herds	3
pounced	3
skulls	3
littered	3
ravine	3
corrected	2
tracked	2
boundary	3
sockets	3
hyenas	33
antelopes	1
ed	2
trespassers	2
trio	2
sneered	3
plopped	2
prey	5
sunning	2
bellies	6
argued	3
distracted	10
joe's	1
trader	1
glared	3
disappointed	12
disobeyed	3
deliberately	3
privately	2
massachussetts	1
pals	6
tidings	1
hammocks	1
fireman's	2
excitement	2
contain	1
gloated	1
rises	6
straining	2
cackled	1
scheming	1
reflected	1
shone	1
hummus	84
paradise	1
succulent	1
gorge	7
advertisement	2
prior	2
pranced	2
anniversary	1
fourteenth	6
twelfth	7
directly	6
wildebeest	4
signaled	4
stampede	6
codeine	3
robitussin	3
wildebeests	5
oncoming	3
battled	3
nape	3
slightly	5
flintstone	1
caterpillar's	3
ridge	2
ringers	1
babes	19
hideous	1
transformed	2
cast	2
enchantress	1
captive	2
gentleman	1
hotels	2
adopted	2
sincere	1
compliment	1
stern	1
dirtiest	1
sizes	6
graduated	1
longs	1
invitation	3
extend	1
practical	2
glimmering	1
gleaming	1
deedy	1
polishing	1
pterodactyl	14
powdery	1
clearing	8
reins	1
ebony	1
natured	2
vain	1
courage	1
talents	1
nature	10
intrusive	1
gooseberry	1
pond's	1
effortlessly	1
chameleon	8
graceful	1
waterfalls	2
kindly	1
depending	2
farthest	2
friends'	2
fawn	1
timid	1
eventually	8
kinder	1
celebrate	9
motto	1
happiness	5
hoofs	1
infants	1
ability	3
convinced	5
enemy	1
stepdaughter	1
naturally	2
madly	1
procrastinating	1
perched	2
precariously	1
downer	3
poison	2
terry	6
response	2
scanned	1
shadowy	2
dearly	2
backside	2
loyal	4
huntsman	2
exists	1
dopey	5
bashful	4
antelope	2
winsor	2
queen's	3
strolled	1
obsessively	1
gardening	4
dispose	2
sullivan's	1
savings	5
achy	1
feverish	1
grade	8
stung	5
stings	6
prescription	6
mucus	2
availability	1
trowel	6
explode	2
trusting	1
persuades	1
value	1
promises	1
pence	2
weirdest	1
chunky	2
coffin	1
edges	18
emptying	3
savanna	2
plodded	2
fainted	2
hotly	1
chunks	5
timon	7
trusty	2
stumbled	2
hog	6
wart	4
maria	5
worrying	3
toma	2
giggly	4
lumps	3
caring	1
rockery	2
builders	1
believing	1
celebrated	4
commercial	5
item	4
signed	6
genuine	2
twinkly	1
visitor	3
apron	41
frills	1
tidying	1
busied	1
fellows	3
congestion	2
thunderstorm	3
putty	10
happiest	1
manor	1
penicillin	1
attic	10
barometer	1
thermometer	2
pitman	1
brooks	1
storms	2
thundering	1
outlet	2
sobbing	1
hovering	1
nervously	2
sculptures	5
grinned	1
dancers	1
uncle's	1
unaware	1
attest	1
vultures	1
charles'	6
hawk	8
ruffled	1
stump	5
worries	3
someday	5
thicket	1
occurred	4
prescriptions	1
recalled	3
lioness	4
elegance	1
charm	1
pacing	1
appointments	2
attend	1
eligible	1
antibiotic	2
lafleur	1
ensures	1
success	5
heavens	1
challenge	4
mid	6
licked	12
pastime	1
lousy	2
dainty	1
produces	1
leotard	5
zig-zag	1
zag	1
zig	1
shrieked	3
marries	1
rejoices	1
stethoscope	18
giants	6
willing	4
unspoiled	1
thoughtful	2
believes	2
pure	1
chandeliers	2
encouraged	3
electricity	28
spark	2
lunged	1
hungrily	1
limping	3
flourished	2
lionesses	1
philharmonic	6
latin	6
abu	3
awaits	1
sparkles	5
harpercollins	1
published	1
soaring	1
apparel	1
bathe	1
midtown	1
abused	1
descent	1
rename	2
wildflower	5
briar	9
bicycles	10
titans	3
dallas	7
purist	1
downtown	3
uptown	2
fireworks	7
baths	3
offended	1
opal	1
sweetened	1
curses	1
pricks	1
cools	4
linen	3
descended	1
phillip	1
obsessing	1
defeats	2
scotland	2
reunions	1
uneventful	1
ancient	5
romance	1
longing	1
woodland	2
dusting	2
worlds	2
beards	2
summertime	2
heartbroken	1
spirit	3
delayed	1
dusted	2
shaved	1
bathed	1
showered	3
backing	5
bra	10
soften	2
briefs	1
speckles	4
trims	2
roasted	2
aching	4
undershirts	3
strings	6
brute	2
silk	6
garters	1
snorting	2
clumsy	7
petticoats	1
stockings	10
panty	1
pinching	2
adventurous	1
impulsive	1
workshop	2
sleeved	1
snort	17
trousers	1
streaked	2
ruffles	1
links	1
cuff	2
fasten	4
cuffs	2
cummerbund	4
tuxedo	3
contoured	1
belts	2
garnets	1
composer	1
garnet	1
crock	2
consults	1
claims	1
skirts	1
shipwrecks	1
temptation	1
infested	1
blouses	1
brim	1
jumper	4
forbids	1
bracelets	4
taxied	1
dale's	1
sprayed	4
seaweeds	4
corals	1
stalks	2
deliveries	4
refueled	1
ties	6
divides	1
alana	1
adela	1
discussed	2
slug	16
jetsam	1
flotsam	1
memorized	4
spies	1
extract	1
recite	1
advantage	3
slugged	2
lincoln	1
smiley	1
fails	1
lapels	2
satin	1
mitten	24
rubbers	2
caps	2
overcoats	2
hanger	2
refuels	1
jason	1
cases	8
briefcase	9
mani	6
trudging	1
wives	1
husbands	1
fathers	5
calcium	3
trudged	1
chipmunk	9
ethnicity	1
mexican	3
gray's	1
asian	3
busses	1
subways	1
jingling	2
tinkling	1
startled	6
blended	2
laddie	1
velvet	2
hums	1
snowfall	2
sheepishly	1
brains	2
atop	1
chomped	1
redish	1
rafting	1
dispenser	1
dino	19
charged	4
twilight	1
lava	3
seekers	1
thrill	3
umpire	1
abyss	2
lockers	1
backstage	1
earmuffs	3
burnt	2
smoky	1
volcanos	2
fossil	3
basses	3
violins	2
quicksand	1
viola	1
pluto's	1
harpist	2
brink	1
gong	7
percussion	3
timpanists	1
hermit	7
acquaintance	1
pleasure	9
mallet	6
thing's	7
stools	3
moray	1
barracuda	6
cuttlefish	1
dominos	6
rotten	15
likely	3
ada's	2
duties	2
troop	2
honest	5
podium	1
excite	1
vinaigrette	5
applauds	1
thorny	4
eels	6
baton	3
loosen	5
petrie	7
terrified	2
ada	3
admit	4
handlebar	1
petrie's	1
invent	2
inventor	2
harvesting	2
invented	3
hibiscus	1
polo	1
arriving	4
silently	2
jogs	1
threatened	1
nightmare	2
worst	5
chandelier	4
instance	2
suburbs	1
urchins	2
attackers	2
ward	1
spines	3
curry	6
cellos	1
violas	1
piccolo	5
flutes	1
oboe	4
clarinet	11
inner	1
campus	1
schedule	13
warrior	3
symphony	1
roughest	1
cleft	1
loaves	6
meanest	1
pterodactyls	3
flea	4
hopkins	1
cranberries	1
hok	9
lok	6
siew	12
seahorses	1
monks	9
scorpion	2
monk	5
packing	17
marlin	4
beth	1
mildewy	1
mammals	28
blooded	2
mandarin	1
oily	2
cus	3
versus	2
confirm	3
regulate	3
idioms	1
viper	4
chuckie	6
weary	1
famine	1
suspicious	1
carpenter	2
seamstress	2
scholar	3
merchant	2
jenny's	2
agrees	1
smiles	5
shrek	2
mixture	4
amphibian	2
decked	1
defecate	2
hues	1
autumnal	1
coals	1
pock	1
drifted	1
tragedy	3
curiosity	2
seasoned	1
shellfish	2
spices	10
eaters	4
deedee	1
speech	2
bubbling	5
agreeable	2
taping	71
pods	5
cabbages	3
dentures	2
among	5
angie	3
richer	2
villager	1
dumplings	1
emperor	2
bacteria	5
sulfide	2
casings	1
curds	2
clams	3
taro	1
current	3
sparks	1
groove	2
electrified	1
intensified	1
gino	1
elaborate	1
scrubbers	1
jaws	3
barnacles	4
snapping	6
bungee	2
returning	3
spew	1
chimneys	3
vents	1
chemical	2
avocado	52
lanterns	11
lychee	2
buns	2
charmed	1
banquet	1
johnson	4
seventies	1
decade	1
unlocked	5
willows	1
generous	2
guests	12
betty's	1
tattoo	2
barbies	2
versions	1
folklore	2
european	1
philippines	1
korea	3
jamaica	2
belgium	1
sweden	1
form	3
retelling	2
gain	1
seeking	1
enlightenment	1
tricksters	1
tradition	1
buddhist	1
misty	1
prominent	1
characters	2
prosperity	2
wealth	1
health	10
bestow	1
deities	1
hulk	3
fortune	1
symbolizes	3
wolk	2
mutual	1
obstacles	2
longevity	1
will's	2
license	6
lipper	3
ruckus	1
films	1
slithery	1
ferocious	2
atlantica	1
trident	4
included	3
ceramic	1
journals	1
defecating	2
shelly	12
distinguished	1
epoch	1
pleistocene	1
dingle	1
mastodon	2
vast	1
abundant	1
arranging	1
crusty	2
overboard	1
relatively	2
baloney	4
enabled	1
siberia	1
tundra	4
preserved	1
hunted	2
lectured	1
kent	2
scientific	1
leoni	5
skins	2
pierce	1
carnivores	2
emily's	7
frying	7
herbivore	1
joanie	4
fossils	1
obtain	1
refreshments	1
predators	4
hoofed	1
hopscotch	2
scanning	1
switzerland	1
cheddar	11
fundraising	1
monterey	1
jacks	3
brazil	3
individual	2
norway	1
molds	2
plural	1
hopes	4
justine	3
marc	1
juliet	2
ou	1
checkup	1
newsletter	2
reptiles	6
reflexes	2
siphoning	1
maintain	1
effective	2
progress	1
silliness	1
barbie	2
predecessors	1
