id,filename,voice,frequency,word,phones,length,correct
170,θ_ɹ_oʊ_s_t-en-US-Wavenet-C,en-US-Wavenet-C,,,θ ɹ oʊ s t,5,0
170,ʃ_ɹ_iː_k_t-en-US-Wavenet-F,en-US-Wavenet-F,3794,shrieked,ʃ ɹ iː k t,5,1
170,θ_ɹ_oʊ_s_t-en-US-Wavenet-F,en-US-Wavenet-F,,,θ ɹ oʊ s t,5,0
171,ɹ_ɪ_dʒ-en-US-Wavenet-A,en-US-Wavenet-A,8427,ridge,ɹ ɪ dʒ,3,1
171,ɹ_ʊ_tʃ-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ ʊ tʃ,3,0
171,ɹ_ɪ_dʒ-en-US-Wavenet-B,en-US-Wavenet-B,8427,ridge,ɹ ɪ dʒ,3,1
171,ɹ_ʊ_tʃ-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ ʊ tʃ,3,0
171,ɹ_ɪ_dʒ-en-US-Wavenet-C,en-US-Wavenet-C,8427,ridge,ɹ ɪ dʒ,3,1
171,ɹ_ʊ_tʃ-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ ʊ tʃ,3,0
171,ɹ_ɪ_dʒ-en-US-Wavenet-F,en-US-Wavenet-F,8427,ridge,ɹ ɪ dʒ,3,1
171,ɹ_ʊ_tʃ-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ ʊ tʃ,3,0
172,ɹ_iː_p_eɪ-en-US-Wavenet-A,en-US-Wavenet-A,3270,repay,ɹ iː p eɪ,4,1
172,ɹ_iː_z_eɪ-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ iː z eɪ,4,0
172,ɹ_iː_p_eɪ-en-US-Wavenet-B,en-US-Wavenet-B,3270,repay,ɹ iː p eɪ,4,1
172,ɹ_iː_z_eɪ-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ iː z eɪ,4,0
172,ɹ_iː_p_eɪ-en-US-Wavenet-C,en-US-Wavenet-C,3270,repay,ɹ iː p eɪ,4,1
172,ɹ_iː_z_eɪ-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ iː z eɪ,4,0
172,ɹ_iː_p_eɪ-en-US-Wavenet-F,en-US-Wavenet-F,3270,repay,ɹ iː p eɪ,4,1
172,ɹ_iː_z_eɪ-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ iː z eɪ,4,0
173,h_ɪ_m_z-en-US-Wavenet-A,en-US-Wavenet-A,3240,hymns,h ɪ m z,4,1
173,h_ʌ_k_t-en-US-Wavenet-A,en-US-Wavenet-A,,,h ʌ k t,4,0
173,h_ɪ_m_z-en-US-Wavenet-B,en-US-Wavenet-B,3240,hymns,h ɪ m z,4,1
173,h_ʌ_k_t-en-US-Wavenet-B,en-US-Wavenet-B,,,h ʌ k t,4,0
173,h_ɪ_m_z-en-US-Wavenet-C,en-US-Wavenet-C,3240,hymns,h ɪ m z,4,1
173,h_ʌ_k_t-en-US-Wavenet-C,en-US-Wavenet-C,,,h ʌ k t,4,0
173,h_ɪ_m_z-en-US-Wavenet-F,en-US-Wavenet-F,3240,hymns,h ɪ m z,4,1
173,h_ʌ_k_t-en-US-Wavenet-F,en-US-Wavenet-F,,,h ʌ k t,4,0
174,s_ɪ_ɡ_ə_ɹ_ɛ_t-en-US-Wavenet-A,en-US-Wavenet-A,6661,cigarette,s ɪ ɡ ə ɹ ɛ t,7,1
174,s_ɪ_f_ə_ɹ_æ_ɡ-en-US-Wavenet-A,en-US-Wavenet-A,,,s ɪ f ə ɹ æ ɡ,7,0
174,s_ɪ_ɡ_ə_ɹ_ɛ_t-en-US-Wavenet-B,en-US-Wavenet-B,6661,cigarette,s ɪ ɡ ə ɹ ɛ t,7,1
174,s_ɪ_f_ə_ɹ_æ_ɡ-en-US-Wavenet-B,en-US-Wavenet-B,,,s ɪ f ə ɹ æ ɡ,7,0
174,s_ɪ_ɡ_ə_ɹ_ɛ_t-en-US-Wavenet-C,en-US-Wavenet-C,6661,cigarette,s ɪ ɡ ə ɹ ɛ t,7,1
174,s_ɪ_f_ə_ɹ_æ_ɡ-en-US-Wavenet-C,en-US-Wavenet-C,,,s ɪ f ə ɹ æ ɡ,7,0
174,s_ɪ_ɡ_ə_ɹ_ɛ_t-en-US-Wavenet-F,en-US-Wavenet-F,6661,cigarette,s ɪ ɡ ə ɹ ɛ t,7,1
174,s_ɪ_f_ə_ɹ_æ_ɡ-en-US-Wavenet-F,en-US-Wavenet-F,,,s ɪ f ə ɹ æ ɡ,7,0
175,b_ɑ_ɹ_b_ə_ɹ_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,4516,barbarous,b ɑ ɹ b ə ɹ ə s,8,1
175,b_ɑ_ɹ_ɡ_ə_ɹ_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,,,b ɑ ɹ ɡ ə ɹ ə s,8,0
175,b_ɑ_ɹ_b_ə_ɹ_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,4516,barbarous,b ɑ ɹ b ə ɹ ə s,8,1
175,b_ɑ_ɹ_ɡ_ə_ɹ_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,,,b ɑ ɹ ɡ ə ɹ ə s,8,0
175,b_ɑ_ɹ_b_ə_ɹ_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,4516,barbarous,b ɑ ɹ b ə ɹ ə s,8,1
175,b_ɑ_ɹ_ɡ_ə_ɹ_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,,,b ɑ ɹ ɡ ə ɹ ə s,8,0
175,b_ɑ_ɹ_b_ə_ɹ_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,4516,barbarous,b ɑ ɹ b ə ɹ ə s,8,1
175,b_ɑ_ɹ_ɡ_ə_ɹ_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,,,b ɑ ɹ ɡ ə ɹ ə s,8,0
176,k_oʊ_l_z-en-US-Wavenet-A,en-US-Wavenet-A,4065,coals,k oʊ l z,4,1
176,l_ɔɪ_l_t-en-US-Wavenet-A,en-US-Wavenet-A,,,l ɔɪ l t,4,0
176,k_oʊ_l_z-en-US-Wavenet-B,en-US-Wavenet-B,4065,coals,k oʊ l z,4,1
176,l_ɔɪ_l_t-en-US-Wavenet-B,en-US-Wavenet-B,,,l ɔɪ l t,4,0
176,k_oʊ_l_z-en-US-Wavenet-C,en-US-Wavenet-C,4065,coals,k oʊ l z,4,1
176,l_ɔɪ_l_t-en-US-Wavenet-C,en-US-Wavenet-C,,,l ɔɪ l t,4,0
176,k_oʊ_l_z-en-US-Wavenet-F,en-US-Wavenet-F,4065,coals,k oʊ l z,4,1
176,l_ɔɪ_l_t-en-US-Wavenet-F,en-US-Wavenet-F,,,l ɔɪ l t,4,0
177,k_l_eɪ-en-US-Wavenet-A,en-US-Wavenet-A,12455,clay,k l eɪ,3,1
177,k_l_aɪ-en-US-Wavenet-A,en-US-Wavenet-A,,,k l aɪ,3,0
177,k_l_eɪ-en-US-Wavenet-B,en-US-Wavenet-B,12455,clay,k l eɪ,3,1
177,k_l_aɪ-en-US-Wavenet-B,en-US-Wavenet-B,,,k l aɪ,3,0
177,k_l_eɪ-en-US-Wavenet-C,en-US-Wavenet-C,12455,clay,k l eɪ,3,1
177,k_l_aɪ-en-US-Wavenet-C,en-US-Wavenet-C,,,k l aɪ,3,0
177,k_l_eɪ-en-US-Wavenet-F,en-US-Wavenet-F,12455,clay,k l eɪ,3,1
177,k_l_aɪ-en-US-Wavenet-F,en-US-Wavenet-F,,,k l aɪ,3,0
178,f_ɜː_v_ə_n_t_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,1870,fervently,f ɜː v ə n t l iː,8,1
178,f_ɜː_l_ɪ_s_t_l_iː-en-US-Wavenet-A,en-US-Wavenet-A,,,f ɜː l ɪ s t l iː,8,0
178,f_ɜː_v_ə_n_t_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,1870,fervently,f ɜː v ə n t l iː,8,1
178,f_ɜː_l_ɪ_s_t_l_iː-en-US-Wavenet-B,en-US-Wavenet-B,,,f ɜː l ɪ s t l iː,8,0
178,f_ɜː_v_ə_n_t_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,1870,fervently,f ɜː v ə n t l iː,8,1
178,f_ɜː_l_ɪ_s_t_l_iː-en-US-Wavenet-C,en-US-Wavenet-C,,,f ɜː l ɪ s t l iː,8,0
178,f_ɜː_v_ə_n_t_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,1870,fervently,f ɜː v ə n t l iː,8,1
178,f_ɜː_l_ɪ_s_t_l_iː-en-US-Wavenet-F,en-US-Wavenet-F,,,f ɜː l ɪ s t l iː,8,0
179,ɪ_n_s_ɜː_t_ə_d-en-US-Wavenet-A,en-US-Wavenet-A,3534,inserted,ɪ n s ɜː t ə d,7,1
179,ɪ_n_v_ɜː_l_ə_d-en-US-Wavenet-A,en-US-Wavenet-A,,,ɪ n v ɜː l ə d,7,0
179,ɪ_n_s_ɜː_t_ə_d-en-US-Wavenet-B,en-US-Wavenet-B,3534,inserted,ɪ n s ɜː t ə d,7,1
179,ɪ_n_v_ɜː_l_ə_d-en-US-Wavenet-B,en-US-Wavenet-B,,,ɪ n v ɜː l ə d,7,0
179,ɪ_n_s_ɜː_t_ə_d-en-US-Wavenet-C,en-US-Wavenet-C,3534,inserted,ɪ n s ɜː t ə d,7,1
179,ɪ_n_v_ɜː_l_ə_d-en-US-Wavenet-C,en-US-Wavenet-C,,,ɪ n v ɜː l ə d,7,0
179,ɪ_n_s_ɜː_t_ə_d-en-US-Wavenet-F,en-US-Wavenet-F,3534,inserted,ɪ n s ɜː t ə d,7,1
179,ɪ_n_v_ɜː_l_ə_d-en-US-Wavenet-F,en-US-Wavenet-F,,,ɪ n v ɜː l ə d,7,0
180,ɛ_ɡ_z_aɪ_l-en-US-Wavenet-A,en-US-Wavenet-A,6387,exile,ɛ ɡ z aɪ l,5,1
180,ə_z_m_aɪ_l-en-US-Wavenet-A,en-US-Wavenet-A,,,ə z m aɪ l,5,0
180,ɛ_ɡ_z_aɪ_l-en-US-Wavenet-B,en-US-Wavenet-B,6387,exile,ɛ ɡ z aɪ l,5,1
180,ə_z_m_aɪ_l-en-US-Wavenet-B,en-US-Wavenet-B,,,ə z m aɪ l,5,0
180,ɛ_ɡ_z_aɪ_l-en-US-Wavenet-C,en-US-Wavenet-C,6387,exile,ɛ ɡ z aɪ l,5,1
180,ə_z_m_aɪ_l-en-US-Wavenet-C,en-US-Wavenet-C,,,ə z m aɪ l,5,0
180,ɛ_ɡ_z_aɪ_l-en-US-Wavenet-F,en-US-Wavenet-F,6387,exile,ɛ ɡ z aɪ l,5,1
180,ə_z_m_aɪ_l-en-US-Wavenet-F,en-US-Wavenet-F,,,ə z m aɪ l,5,0
181,m_ɑ_t_oʊ-en-US-Wavenet-A,en-US-Wavenet-A,2723,motto,m ɑ t oʊ,4,1
181,ɹ_ɑ_t_oʊ-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ ɑ t oʊ,4,0
181,m_ɑ_t_oʊ-en-US-Wavenet-B,en-US-Wavenet-B,2723,motto,m ɑ t oʊ,4,1
181,ɹ_ɑ_t_oʊ-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ ɑ t oʊ,4,0
181,m_ɑ_t_oʊ-en-US-Wavenet-C,en-US-Wavenet-C,2723,motto,m ɑ t oʊ,4,1
181,ɹ_ɑ_t_oʊ-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ ɑ t oʊ,4,0
181,m_ɑ_t_oʊ-en-US-Wavenet-F,en-US-Wavenet-F,2723,motto,m ɑ t oʊ,4,1
181,ɹ_ɑ_t_oʊ-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ ɑ t oʊ,4,0
182,m_ɔɪ_s_t-en-US-Wavenet-A,en-US-Wavenet-A,4177,moist,m ɔɪ s t,4,1
182,m_ɑ_dʒ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,m ɑ dʒ d,4,0
182,m_ɔɪ_s_t-en-US-Wavenet-B,en-US-Wavenet-B,4177,moist,m ɔɪ s t,4,1
182,m_ɑ_dʒ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,m ɑ dʒ d,4,0
182,m_ɔɪ_s_t-en-US-Wavenet-C,en-US-Wavenet-C,4177,moist,m ɔɪ s t,4,1
182,m_ɑ_dʒ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,m ɑ dʒ d,4,0
182,m_ɔɪ_s_t-en-US-Wavenet-F,en-US-Wavenet-F,4177,moist,m ɔɪ s t,4,1
182,m_ɑ_dʒ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,m ɑ dʒ d,4,0
183,s_ə_ɹ_v_eɪ_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,2445,surveying,s ə ɹ v eɪ ɪ ŋ,7,1
183,s_ə_ɹ_f_eɪ_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,,,s ə ɹ f eɪ ɪ ŋ,7,0
183,s_ə_ɹ_v_eɪ_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,2445,surveying,s ə ɹ v eɪ ɪ ŋ,7,1
183,s_ə_ɹ_f_eɪ_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,,,s ə ɹ f eɪ ɪ ŋ,7,0
183,s_ə_ɹ_v_eɪ_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,2445,surveying,s ə ɹ v eɪ ɪ ŋ,7,1
183,s_ə_ɹ_f_eɪ_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,,,s ə ɹ f eɪ ɪ ŋ,7,0
183,s_ə_ɹ_v_eɪ_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,2445,surveying,s ə ɹ v eɪ ɪ ŋ,7,1
183,s_ə_ɹ_f_eɪ_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,,,s ə ɹ f eɪ ɪ ŋ,7,0
184,w_eɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,6411,weighed,w eɪ d,3,1
184,p_eɪ_b-en-US-Wavenet-A,en-US-Wavenet-A,,,p eɪ b,3,0
184,w_eɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,6411,weighed,w eɪ d,3,1
184,p_eɪ_b-en-US-Wavenet-B,en-US-Wavenet-B,,,p eɪ b,3,0
184,w_eɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,6411,weighed,w eɪ d,3,1
184,p_eɪ_b-en-US-Wavenet-C,en-US-Wavenet-C,,,p eɪ b,3,0
184,w_eɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,6411,weighed,w eɪ d,3,1
184,p_eɪ_b-en-US-Wavenet-F,en-US-Wavenet-F,,,p eɪ b,3,0
185,t_ɹ_ɪ_p_s-en-US-Wavenet-A,en-US-Wavenet-A,2033,trips,t ɹ ɪ p s,5,1
185,t_ɹ_æ_ɡ_z-en-US-Wavenet-A,en-US-Wavenet-A,,,t ɹ æ ɡ z,5,0
185,t_ɹ_ɪ_p_s-en-US-Wavenet-B,en-US-Wavenet-B,2033,trips,t ɹ ɪ p s,5,1
185,t_ɹ_æ_ɡ_z-en-US-Wavenet-B,en-US-Wavenet-B,,,t ɹ æ ɡ z,5,0
185,t_ɹ_ɪ_p_s-en-US-Wavenet-C,en-US-Wavenet-C,2033,trips,t ɹ ɪ p s,5,1
185,t_ɹ_æ_ɡ_z-en-US-Wavenet-C,en-US-Wavenet-C,,,t ɹ æ ɡ z,5,0
185,t_ɹ_ɪ_p_s-en-US-Wavenet-F,en-US-Wavenet-F,2033,trips,t ɹ ɪ p s,5,1
185,t_ɹ_æ_ɡ_z-en-US-Wavenet-F,en-US-Wavenet-F,,,t ɹ æ ɡ z,5,0
186,m_æ_θ_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-A,en-US-Wavenet-A,3439,mathematics,m æ θ ə m æ t ɪ k s,10,1
186,m_æ_h_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-A,en-US-Wavenet-A,,,m æ h ə m æ t ɪ k s,10,0
186,m_æ_θ_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-B,en-US-Wavenet-B,3439,mathematics,m æ θ ə m æ t ɪ k s,10,1
186,m_æ_h_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-B,en-US-Wavenet-B,,,m æ h ə m æ t ɪ k s,10,0
186,m_æ_θ_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-C,en-US-Wavenet-C,3439,mathematics,m æ θ ə m æ t ɪ k s,10,1
186,m_æ_h_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-C,en-US-Wavenet-C,,,m æ h ə m æ t ɪ k s,10,0
186,m_æ_θ_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-F,en-US-Wavenet-F,3439,mathematics,m æ θ ə m æ t ɪ k s,10,1
186,m_æ_h_ə_m_æ_t_ɪ_k_s-en-US-Wavenet-F,en-US-Wavenet-F,,,m æ h ə m æ t ɪ k s,10,0
187,d_ɹ_ɔ_ɪ_ŋ_z-en-US-Wavenet-A,en-US-Wavenet-A,3347,drawings,d ɹ ɔ ɪ ŋ z,6,1
187,s_p_ɔ_ɪ_ŋ_z-en-US-Wavenet-A,en-US-Wavenet-A,,,s p ɔ ɪ ŋ z,6,0
187,d_ɹ_ɔ_ɪ_ŋ_z-en-US-Wavenet-B,en-US-Wavenet-B,3347,drawings,d ɹ ɔ ɪ ŋ z,6,1
187,s_p_ɔ_ɪ_ŋ_z-en-US-Wavenet-B,en-US-Wavenet-B,,,s p ɔ ɪ ŋ z,6,0
187,d_ɹ_ɔ_ɪ_ŋ_z-en-US-Wavenet-C,en-US-Wavenet-C,3347,drawings,d ɹ ɔ ɪ ŋ z,6,1
187,s_p_ɔ_ɪ_ŋ_z-en-US-Wavenet-C,en-US-Wavenet-C,,,s p ɔ ɪ ŋ z,6,0
187,d_ɹ_ɔ_ɪ_ŋ_z-en-US-Wavenet-F,en-US-Wavenet-F,3347,drawings,d ɹ ɔ ɪ ŋ z,6,1
187,s_p_ɔ_ɪ_ŋ_z-en-US-Wavenet-F,en-US-Wavenet-F,,,s p ɔ ɪ ŋ z,6,0
188,ɹ_uː_l_d-en-US-Wavenet-A,en-US-Wavenet-A,6967,ruled,ɹ uː l d,4,1
188,ɹ_aɪ_p_t-en-US-Wavenet-A,en-US-Wavenet-A,,,ɹ aɪ p t,4,0
188,ɹ_uː_l_d-en-US-Wavenet-B,en-US-Wavenet-B,6967,ruled,ɹ uː l d,4,1
188,ɹ_aɪ_p_t-en-US-Wavenet-B,en-US-Wavenet-B,,,ɹ aɪ p t,4,0
188,ɹ_uː_l_d-en-US-Wavenet-C,en-US-Wavenet-C,6967,ruled,ɹ uː l d,4,1
188,ɹ_aɪ_p_t-en-US-Wavenet-C,en-US-Wavenet-C,,,ɹ aɪ p t,4,0
188,ɹ_uː_l_d-en-US-Wavenet-F,en-US-Wavenet-F,6967,ruled,ɹ uː l d,4,1
188,ɹ_aɪ_p_t-en-US-Wavenet-F,en-US-Wavenet-F,,,ɹ aɪ p t,4,0
189,p_ɹ_ə_m_oʊ_t-en-US-Wavenet-A,en-US-Wavenet-A,3028,promote,p ɹ ə m oʊ t,6,1
189,p_ɹ_ə_s_oʊ_t-en-US-Wavenet-A,en-US-Wavenet-A,,,p ɹ ə s oʊ t,6,0
189,p_ɹ_ə_m_oʊ_t-en-US-Wavenet-B,en-US-Wavenet-B,3028,promote,p ɹ ə m oʊ t,6,1
189,p_ɹ_ə_s_oʊ_t-en-US-Wavenet-B,en-US-Wavenet-B,,,p ɹ ə s oʊ t,6,0
189,p_ɹ_ə_m_oʊ_t-en-US-Wavenet-C,en-US-Wavenet-C,3028,promote,p ɹ ə m oʊ t,6,1
189,p_ɹ_ə_s_oʊ_t-en-US-Wavenet-C,en-US-Wavenet-C,,,p ɹ ə s oʊ t,6,0
189,p_ɹ_ə_m_oʊ_t-en-US-Wavenet-F,en-US-Wavenet-F,3028,promote,p ɹ ə m oʊ t,6,1
189,p_ɹ_ə_s_oʊ_t-en-US-Wavenet-F,en-US-Wavenet-F,,,p ɹ ə s oʊ t,6,0
190,l_æ_ŋ_ɡ_w_ə_d-en-US-Wavenet-A,en-US-Wavenet-A,3356,languid,l æ ŋ ɡ w ə d,7,1
190,l_æ_ŋ_z_l_ə_t-en-US-Wavenet-A,en-US-Wavenet-A,,,l æ ŋ z l ə t,7,0
190,l_æ_ŋ_ɡ_w_ə_d-en-US-Wavenet-B,en-US-Wavenet-B,3356,languid,l æ ŋ ɡ w ə d,7,1
190,l_æ_ŋ_z_l_ə_t-en-US-Wavenet-B,en-US-Wavenet-B,,,l æ ŋ z l ə t,7,0
190,l_æ_ŋ_ɡ_w_ə_d-en-US-Wavenet-C,en-US-Wavenet-C,3356,languid,l æ ŋ ɡ w ə d,7,1
190,l_æ_ŋ_z_l_ə_t-en-US-Wavenet-C,en-US-Wavenet-C,,,l æ ŋ z l ə t,7,0
190,l_æ_ŋ_ɡ_w_ə_d-en-US-Wavenet-F,en-US-Wavenet-F,3356,languid,l æ ŋ ɡ w ə d,7,1
190,l_æ_ŋ_z_l_ə_t-en-US-Wavenet-F,en-US-Wavenet-F,,,l æ ŋ z l ə t,7,0
191,m_ɛ_n_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,3393,menace,m ɛ n ə s,5,1
191,b_ɛ_k_ə_s-en-US-Wavenet-A,en-US-Wavenet-A,,,b ɛ k ə s,5,0
191,m_ɛ_n_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,3393,menace,m ɛ n ə s,5,1
191,b_ɛ_k_ə_s-en-US-Wavenet-B,en-US-Wavenet-B,,,b ɛ k ə s,5,0
191,m_ɛ_n_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,3393,menace,m ɛ n ə s,5,1
191,b_ɛ_k_ə_s-en-US-Wavenet-C,en-US-Wavenet-C,,,b ɛ k ə s,5,0
191,m_ɛ_n_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,3393,menace,m ɛ n ə s,5,1
191,b_ɛ_k_ə_s-en-US-Wavenet-F,en-US-Wavenet-F,,,b ɛ k ə s,5,0
192,d_ʌ_tʃ-en-US-Wavenet-A,en-US-Wavenet-A,10992,dutch,d ʌ tʃ,3,1
192,p_ɔɪ_t-en-US-Wavenet-A,en-US-Wavenet-A,,,p ɔɪ t,3,0
192,d_ʌ_tʃ-en-US-Wavenet-B,en-US-Wavenet-B,10992,dutch,d ʌ tʃ,3,1
192,p_ɔɪ_t-en-US-Wavenet-B,en-US-Wavenet-B,,,p ɔɪ t,3,0
192,d_ʌ_tʃ-en-US-Wavenet-C,en-US-Wavenet-C,10992,dutch,d ʌ tʃ,3,1
192,p_ɔɪ_t-en-US-Wavenet-C,en-US-Wavenet-C,,,p ɔɪ t,3,0
192,d_ʌ_tʃ-en-US-Wavenet-F,en-US-Wavenet-F,10992,dutch,d ʌ tʃ,3,1
192,p_ɔɪ_t-en-US-Wavenet-F,en-US-Wavenet-F,,,p ɔɪ t,3,0
193,d_aɪ_m_ə_n_d-en-US-Wavenet-A,en-US-Wavenet-A,11272,diamond,d aɪ m ə n d,6,1
193,l_aɪ_m_ə_n_d-en-US-Wavenet-A,en-US-Wavenet-A,,,l aɪ m ə n d,6,0
193,d_aɪ_m_ə_n_d-en-US-Wavenet-B,en-US-Wavenet-B,11272,diamond,d aɪ m ə n d,6,1
193,l_aɪ_m_ə_n_d-en-US-Wavenet-B,en-US-Wavenet-B,,,l aɪ m ə n d,6,0
193,d_aɪ_m_ə_n_d-en-US-Wavenet-C,en-US-Wavenet-C,11272,diamond,d aɪ m ə n d,6,1
193,l_aɪ_m_ə_n_d-en-US-Wavenet-C,en-US-Wavenet-C,,,l aɪ m ə n d,6,0
193,d_aɪ_m_ə_n_d-en-US-Wavenet-F,en-US-Wavenet-F,11272,diamond,d aɪ m ə n d,6,1
193,l_aɪ_m_ə_n_d-en-US-Wavenet-F,en-US-Wavenet-F,,,l aɪ m ə n d,6,0
194,s_ə_b_s_aɪ_d_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,3161,subsided,s ə b s aɪ d ɪ d,8,1
194,s_ə_k_f_aɪ_d_ɪ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,s ə k f aɪ d ɪ d,8,0
194,s_ə_b_s_aɪ_d_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,3161,subsided,s ə b s aɪ d ɪ d,8,1
194,s_ə_k_f_aɪ_d_ɪ_d-en-US-Wavenet-B,en-US-Wavenet-B,,,s ə k f aɪ d ɪ d,8,0
194,s_ə_b_s_aɪ_d_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,3161,subsided,s ə b s aɪ d ɪ d,8,1
194,s_ə_k_f_aɪ_d_ɪ_d-en-US-Wavenet-C,en-US-Wavenet-C,,,s ə k f aɪ d ɪ d,8,0
194,s_ə_b_s_aɪ_d_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,3161,subsided,s ə b s aɪ d ɪ d,8,1
194,s_ə_k_f_aɪ_d_ɪ_d-en-US-Wavenet-F,en-US-Wavenet-F,,,s ə k f aɪ d ɪ d,8,0
195,b_uː_m_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,1439,booming,b uː m ɪ ŋ,5,1
195,k_uː_k_ɪ_ŋ-en-US-Wavenet-A,en-US-Wavenet-A,,,k uː k ɪ ŋ,5,0
195,b_uː_m_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,1439,booming,b uː m ɪ ŋ,5,1
195,k_uː_k_ɪ_ŋ-en-US-Wavenet-B,en-US-Wavenet-B,,,k uː k ɪ ŋ,5,0
195,b_uː_m_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,1439,booming,b uː m ɪ ŋ,5,1
195,k_uː_k_ɪ_ŋ-en-US-Wavenet-C,en-US-Wavenet-C,,,k uː k ɪ ŋ,5,0
195,b_uː_m_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,1439,booming,b uː m ɪ ŋ,5,1
195,k_uː_k_ɪ_ŋ-en-US-Wavenet-F,en-US-Wavenet-F,,,k uː k ɪ ŋ,5,0
196,ɡ_ɹ_æ_m_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,3808,grammar,ɡ ɹ æ m ə ɹ,6,1
196,t_ɹ_æ_m_ə_ɹ-en-US-Wavenet-A,en-US-Wavenet-A,,,t ɹ æ m ə ɹ,6,0
196,ɡ_ɹ_æ_m_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,3808,grammar,ɡ ɹ æ m ə ɹ,6,1
196,t_ɹ_æ_m_ə_ɹ-en-US-Wavenet-B,en-US-Wavenet-B,,,t ɹ æ m ə ɹ,6,0
196,ɡ_ɹ_æ_m_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,3808,grammar,ɡ ɹ æ m ə ɹ,6,1
196,t_ɹ_æ_m_ə_ɹ-en-US-Wavenet-C,en-US-Wavenet-C,,,t ɹ æ m ə ɹ,6,0
196,ɡ_ɹ_æ_m_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,3808,grammar,ɡ ɹ æ m ə ɹ,6,1
196,t_ɹ_æ_m_ə_ɹ-en-US-Wavenet-F,en-US-Wavenet-F,,,t ɹ æ m ə ɹ,6,0
197,f_ɛ_ð_ə_ɹ_d-en-US-Wavenet-A,en-US-Wavenet-A,1769,feathered,f ɛ ð ə ɹ d,6,1
197,f_ɛ_h_ə_ɹ_d-en-US-Wavenet-A,en-US-Wavenet-A,,,f ɛ h ə ɹ d,6,0
